TWGX-MAP_16320-8036055940,MAP16320,8036055940,201909_MGI_gDNA_LINDSEY,MAP16320^8036055940^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16320-8036055940,cram,MAP16320^8036055940^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16320-8036055940.cram
TWGX-MAP_16342-8036056088,MAP16342,8036056088,201909_MGI_gDNA_LINDSEY,MAP16342^8036056088^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16342-8036056088,cram,MAP16342^8036056088^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16342-8036056088.cram
TWGX-MAP_16419-8036056471,MAP16419,8036056471,201909_MGI_gDNA_LINDSEY,MAP16419^8036056471^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16419-8036056471,cram,MAP16419^8036056471^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16419-8036056471.cram
TWGX-MAP_16439-8036056027,MAP16439,8036056027,201909_MGI_gDNA_LINDSEY,MAP16439^8036056027^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16439-8036056027,cram,MAP16439^8036056027^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16439-8036056027.cram
TWGX-MAP_16477-8036055942,MAP16477,8036055942,201909_MGI_gDNA_LINDSEY,MAP16477^8036055942^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16477-8036055942,cram,MAP16477^8036055942^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16477-8036055942.cram
TWGX-MAP_16532-8036123291,MAP16532,8036123291,201909_MGI_gDNA_LINDSEY,MAP16532^8036123291^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16532-8036123291,cram,MAP16532^8036123291^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16532-8036123291.cram
TWGX-MAP_16541-8036056099,MAP16541,8036056099,201909_MGI_gDNA_LINDSEY,MAP16541^8036056099^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16541-8036056099,cram,MAP16541^8036056099^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16541-8036056099.cram
TWGX-MAP_16564-8036056049,MAP16564,8036056049,201909_MGI_gDNA_LINDSEY,MAP16564^8036056049^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16564-8036056049,cram,MAP16564^8036056049^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16564-8036056049.cram
TWGX-MAP_16575-8036056083,MAP16575,8036056083,201909_MGI_gDNA_LINDSEY,MAP16575^8036056083^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16575-8036056083,cram,MAP16575^8036056083^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16575-8036056083.cram
TWGX-MAP_16578-8036123233,MAP16578,8036123233,201909_MGI_gDNA_LINDSEY,MAP16578^8036123233^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16578-8036123233,cram,MAP16578^8036123233^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16578-8036123233.cram
TWGX-MAP_16632-8036056451,MAP16632,8036056451,201909_MGI_gDNA_LINDSEY,MAP16632^8036056451^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16632-8036056451,cram,MAP16632^8036056451^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16632-8036056451.cram
TWGX-MAP_16636-8036055848,MAP16636,8036055848,201909_MGI_gDNA_LINDSEY,MAP16636^8036055848^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16636-8036055848,cram,MAP16636^8036055848^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16636-8036055848.cram
TWGX-MAP_20785-8036055898,MAP20785,8036055898,201909_MGI_gDNA_LINDSEY,MAP20785^8036055898^201909_MGI_gDNA_LINDSEY.TWGX-MAP_20785-8036055898,cram,MAP20785^8036055898^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_20785-8036055898.cram
TWGX-MAP_22069-8036056037,MAP22069,8036056037,201909_MGI_gDNA_LINDSEY,MAP22069^8036056037^201909_MGI_gDNA_LINDSEY.TWGX-MAP_22069-8036056037,cram,MAP22069^8036056037^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_22069-8036056037.cram
TWGX-MAP_22334-8036056086,MAP22334,8036056086,201909_MGI_gDNA_LINDSEY,MAP22334^8036056086^201909_MGI_gDNA_LINDSEY.TWGX-MAP_22334-8036056086,cram,MAP22334^8036056086^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_22334-8036056086.cram
TWGX-MAP_22392-8036056091,MAP22392,8036056091,201909_MGI_gDNA_LINDSEY,MAP22392^8036056091^201909_MGI_gDNA_LINDSEY.TWGX-MAP_22392-8036056091,cram,MAP22392^8036056091^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_22392-8036056091.cram
TWGX-MAP_22647-8036055899,MAP22647,8036055899,201909_MGI_gDNA_LINDSEY,MAP22647^8036055899^201909_MGI_gDNA_LINDSEY.TWGX-MAP_22647-8036055899,cram,MAP22647^8036055899^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_22647-8036055899.cram
TWGX-MAP_22678-8036055996,MAP22678,8036055996,201909_MGI_gDNA_LINDSEY,MAP22678^8036055996^201909_MGI_gDNA_LINDSEY.TWGX-MAP_22678-8036055996,cram,MAP22678^8036055996^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_22678-8036055996.cram
TWGX-MAP_23477-8036055834,MAP23477,8036055834,201909_MGI_gDNA_LINDSEY,MAP23477^8036055834^201909_MGI_gDNA_LINDSEY.TWGX-MAP_23477-8036055834,cram,MAP23477^8036055834^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_23477-8036055834.cram
TWGX-MAP_23496-8036056472,MAP23496,8036056472,201909_MGI_gDNA_LINDSEY,MAP23496^8036056472^201909_MGI_gDNA_LINDSEY.TWGX-MAP_23496-8036056472,cram,MAP23496^8036056472^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_23496-8036056472.cram
TWGX-MAP_23744-1203920336,MAP23744,1203920336,201909_MGI_gDNA_LINDSEY,MAP23744^1203920336^201909_MGI_gDNA_LINDSEY.TWGX-MAP_23744-1203920336,cram,MAP23744^1203920336^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_23744-1203920336.cram
TWGX-MAP_23975-8036056103,MAP23975,8036056103,201909_MGI_gDNA_LINDSEY,MAP23975^8036056103^201909_MGI_gDNA_LINDSEY.TWGX-MAP_23975-8036056103,cram,MAP23975^8036056103^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_23975-8036056103.cram
TWGX-MAP_24238-8036055865,MAP24238,8036055865,201909_MGI_gDNA_LINDSEY,MAP24238^8036055865^201909_MGI_gDNA_LINDSEY.TWGX-MAP_24238-8036055865,cram,MAP24238^8036055865^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_24238-8036055865.cram
TWGX-MAP_24328-8036056089,MAP24328,8036056089,201909_MGI_gDNA_LINDSEY,MAP24328^8036056089^201909_MGI_gDNA_LINDSEY.TWGX-MAP_24328-8036056089,cram,MAP24328^8036056089^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_24328-8036056089.cram
TWGX-MAP_24741-8036056473,MAP24741,8036056473,201909_MGI_gDNA_LINDSEY,MAP24741^8036056473^201909_MGI_gDNA_LINDSEY.TWGX-MAP_24741-8036056473,cram,MAP24741^8036056473^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_24741-8036056473.cram
TWGX-MAP_24882-8036055913,MAP24882,8036055913,201909_MGI_gDNA_LINDSEY,MAP24882^8036055913^201909_MGI_gDNA_LINDSEY.TWGX-MAP_24882-8036055913,cram,MAP24882^8036055913^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_24882-8036055913.cram
TWGX-MAP_25176-8036123292,MAP25176,8036123292,201909_MGI_gDNA_LINDSEY,MAP25176^8036123292^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25176-8036123292,cram,MAP25176^8036123292^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25176-8036123292.cram
TWGX-MAP_25271-8036056427,MAP25271,8036056427,201909_MGI_gDNA_LINDSEY,MAP25271^8036056427^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25271-8036056427,cram,MAP25271^8036056427^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25271-8036056427.cram
TWGX-MAP_25301-8036056585,MAP25301,8036056585,201909_MGI_gDNA_LINDSEY,MAP25301^8036056585^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25301-8036056585,cram,MAP25301^8036056585^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25301-8036056585.cram
TWGX-MAP_25538-8036056087,MAP25538,8036056087,201909_MGI_gDNA_LINDSEY,MAP25538^8036056087^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25538-8036056087,cram,MAP25538^8036056087^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25538-8036056087.cram
TWGX-MAP_25581-8036123293,MAP25581,8036123293,201909_MGI_gDNA_LINDSEY,MAP25581^8036123293^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25581-8036123293,cram,MAP25581^8036123293^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25581-8036123293.cram
TWGX-MAP_25600-8036123294,MAP25600,8036123294,201909_MGI_gDNA_LINDSEY,MAP25600^8036123294^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25600-8036123294,cram,MAP25600^8036123294^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25600-8036123294.cram
TWGX-MAP_25632-8036056002,MAP25632,8036056002,201909_MGI_gDNA_LINDSEY,MAP25632^8036056002^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25632-8036056002,cram,MAP25632^8036056002^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25632-8036056002.cram
TWGX-MAP_25711-8036056110,MAP25711,8036056110,201909_MGI_gDNA_LINDSEY,MAP25711^8036056110^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25711-8036056110,cram,MAP25711^8036056110^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25711-8036056110.cram
TWGX-MAP_25905-8036056474,MAP25905,8036056474,201909_MGI_gDNA_LINDSEY,MAP25905^8036056474^201909_MGI_gDNA_LINDSEY.TWGX-MAP_25905-8036056474,cram,MAP25905^8036056474^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_25905-8036056474.cram
TWGX-MAP_26475-8036055980,MAP26475,8036055980,201909_MGI_gDNA_LINDSEY,MAP26475^8036055980^201909_MGI_gDNA_LINDSEY.TWGX-MAP_26475-8036055980,cram,MAP26475^8036055980^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_26475-8036055980.cram
TWGX-MAP_26499-8036055968,MAP26499,8036055968,201909_MGI_gDNA_LINDSEY,MAP26499^8036055968^201909_MGI_gDNA_LINDSEY.TWGX-MAP_26499-8036055968,cram,MAP26499^8036055968^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_26499-8036055968.cram
TWGX-MAP_26954-8036055900,MAP26954,8036055900,201909_MGI_gDNA_LINDSEY,MAP26954^8036055900^201909_MGI_gDNA_LINDSEY.TWGX-MAP_26954-8036055900,cram,MAP26954^8036055900^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_26954-8036055900.cram
TWGX-MAP_27114-8036055956,MAP27114,8036055956,201909_MGI_gDNA_LINDSEY,MAP27114^8036055956^201909_MGI_gDNA_LINDSEY.TWGX-MAP_27114-8036055956,cram,MAP27114^8036055956^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_27114-8036055956.cram
TWGX-MAP_28468-8036123295,MAP28468,8036123295,201909_MGI_gDNA_LINDSEY,MAP28468^8036123295^201909_MGI_gDNA_LINDSEY.TWGX-MAP_28468-8036123295,cram,MAP28468^8036123295^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_28468-8036123295.cram
TWGX-MAP_28550-8036055857,MAP28550,8036055857,201909_MGI_gDNA_LINDSEY,MAP28550^8036055857^201909_MGI_gDNA_LINDSEY.TWGX-MAP_28550-8036055857,cram,MAP28550^8036055857^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_28550-8036055857.cram
TWGX-MAP_28800-8036056475,MAP28800,8036056475,201909_MGI_gDNA_LINDSEY,MAP28800^8036056475^201909_MGI_gDNA_LINDSEY.TWGX-MAP_28800-8036056475,cram,MAP28800^8036056475^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_28800-8036056475.cram
TWGX-MAP_28914-8036056553,MAP28914,8036056553,201909_MGI_gDNA_LINDSEY,MAP28914^8036056553^201909_MGI_gDNA_LINDSEY.TWGX-MAP_28914-8036056553,cram,MAP28914^8036056553^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_28914-8036056553.cram
TWGX-MAP_28940-8036056033,MAP28940,8036056033,201909_MGI_gDNA_LINDSEY,MAP28940^8036056033^201909_MGI_gDNA_LINDSEY.TWGX-MAP_28940-8036056033,cram,MAP28940^8036056033^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_28940-8036056033.cram
TWGX-MAP_29232-8036056021,MAP29232,8036056021,201909_MGI_gDNA_LINDSEY,MAP29232^8036056021^201909_MGI_gDNA_LINDSEY.TWGX-MAP_29232-8036056021,cram,MAP29232^8036056021^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_29232-8036056021.cram
TWGX-MAP_29631-8036123313,MAP29631,8036123313,201909_MGI_gDNA_LINDSEY,MAP29631^8036123313^201909_MGI_gDNA_LINDSEY.TWGX-MAP_29631-8036123313,cram,MAP29631^8036123313^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_29631-8036123313.cram
TWGX-MAP_29973-1203920345,MAP29973,1203920345,201909_MGI_gDNA_LINDSEY,MAP29973^1203920345^201909_MGI_gDNA_LINDSEY.TWGX-MAP_29973-1203920345,cram,MAP29973^1203920345^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_29973-1203920345.cram
TWGX-MAP_30339-8036055853,MAP30339,8036055853,201909_MGI_gDNA_LINDSEY,MAP30339^8036055853^201909_MGI_gDNA_LINDSEY.TWGX-MAP_30339-8036055853,cram,MAP30339^8036055853^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_30339-8036055853.cram
TWGX-MAP_60887-8036055828,MAP60887,8036055828,201909_MGI_gDNA_LINDSEY,MAP60887^8036055828^201909_MGI_gDNA_LINDSEY.TWGX-MAP_60887-8036055828,cram,MAP60887^8036055828^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_60887-8036055828.cram
TWGX-MAP_61052-8036055835,MAP61052,8036055835,201909_MGI_gDNA_LINDSEY,MAP61052^8036055835^201909_MGI_gDNA_LINDSEY.TWGX-MAP_61052-8036055835,cram,MAP61052^8036055835^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_61052-8036055835.cram
TWGX-MAP_61097-8036056452,MAP61097,8036056452,201909_MGI_gDNA_LINDSEY,MAP61097^8036056452^201909_MGI_gDNA_LINDSEY.TWGX-MAP_61097-8036056452,cram,MAP61097^8036056452^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_61097-8036056452.cram
TWGX-MAP_61639-8036056570,MAP61639,8036056570,201909_MGI_gDNA_LINDSEY,MAP61639^8036056570^201909_MGI_gDNA_LINDSEY.TWGX-MAP_61639-8036056570,cram,MAP61639^8036056570^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_61639-8036056570.cram
TWGX-MAP_61707-8036056453,MAP61707,8036056453,201909_MGI_gDNA_LINDSEY,MAP61707^8036056453^201909_MGI_gDNA_LINDSEY.TWGX-MAP_61707-8036056453,cram,MAP61707^8036056453^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_61707-8036056453.cram
